widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2,doc-freq,corpus-freq,dagalb,dagalb-UB,dagalb-note
8,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,76,904,0.0,0,
9,wives,4.0,1.0,1.0,NNS,nmod:until,2.0,2.0,2.0,2.0,-1.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,1,1,2.0,1,
10,",",,,,",",,,,,,,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,,,,,
11,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,76,904,1.0,0,
12,mothers,5.0,2.0,1.0,NNS,nsubj,3.0,3.0,3.0,3.0,-2.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,1,4,2.0,0,
13,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,89,1549,0.0,0,
14,daughters,5.0,2.0,1.0,NNS,conj:and,2.0,2.0,2.0,2.0,-1.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,1,1,3.0,1,
15,can,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,13,223,0.0,0,
16,earn,2.0,1.0,1.0,VB,root,2.0,2.0,2.0,2.0,-1.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,1,4,1.0,0,
17,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,37,789,0.0,0,
18,living,5.0,2.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,1,11,2.0,0,
19,equal,5.0,2.0,1.0,JJ,xcomp,2.0,2.0,2.0,2.0,-1.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,6,22,4.0,0,
20,to,2.0,1.0,1.0,TO,case,3.0,3.0,3.0,3.0,-2.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,66,1169,0.0,0,
21,their,3.0,1.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,4,148,1.0,0,
22,efforts,5.0,2.0,1.0,NNS,nmod:to,1.0,1.0,1.0,1.0,0.0,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,1,15,3.0,0,
23,.,,,,.,,,,,,,95,"For our journey is not complete until our wives , our mothers and daughters can earn a living equal to their efforts .",5,4,,,,,
1,Our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,76,904,1.0,0,
2,journey,4.0,2.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,6,19,2.0,0,
3,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,25,500,0.0,0,
4,not,3.0,1.0,1.0,RB,neg,3.0,3.0,2.0,3.0,-1.75,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,29,339,2.0,0,
5,complete,7.0,2.0,1.0,JJ,root,2.0,2.0,2.0,2.0,-1.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,5,7,3.0,1,
6,until,5.0,2.0,1.0,IN,mark,3.0,3.0,3.0,3.0,-2.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,6,12,1.0,0,
7,our,2.0,2.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,76,904,0.0,0,
8,gay,2.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,1,1,3.0,0,
9,brothers,6.0,2.0,1.0,NNS,nsubjpass,3.0,3.0,3.0,3.0,-2.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,1,5,2.0,0,
10,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,89,1549,0.0,0,
11,sisters,6.0,2.0,1.0,NNS,conj:and,2.0,2.0,2.0,2.0,-1.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,1,1,4.0,1,
12,are,2.0,1.0,1.0,VBP,auxpass,3.0,3.0,2.0,3.0,-1.75,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,21,310,0.0,0,
13,treated,6.0,2.0,1.0,VBN,advcl,2.0,2.0,2.0,2.0,-1.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,1,1,3.0,0,
14,like,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,2,21,1.0,0,
15,anyone,6.0,3.0,2.0,NN,nmod:like,3.0,3.0,3.0,3.0,-2.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,1,3,2.0,0,
16,else,3.0,1.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,2,8,4.0,0,
17,under,4.0,2.0,1.0,IN,case,3.0,3.0,3.0,3.0,-2.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,1,27,1.0,0,
18,the,2.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,104,2261,0.0,0,
19,law,2.0,1.0,1.0,NN,nmod:under,1.0,1.0,1.0,1.0,0.0,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,2,19,3.0,0,
20,--,,,,:,,,,,,,96,Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law --,6,4,,,,,
1,for,3.0,1.0,1.0,IN,mark,4.0,4.0,3.0,4.0,-2.75,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,28,447,1.0,0,
2,if,2.0,1.0,1.0,IN,mark,5.0,5.0,4.0,5.0,-3.75,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,1,63,3.0,0,
3,we,2.0,1.0,1.0,PRP,nsubjpass,6.0,6.0,4.0,6.0,-4.5,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,69,1021,1.0,0,
4,are,2.0,1.0,1.0,VBP,auxpass,5.0,5.0,4.0,5.0,-3.75,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,21,310,2.0,0,
5,truly,5.0,2.0,1.0,RB,advmod,4.0,4.0,4.0,4.0,-3.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,1,8,5.0,0,
6,created,7.0,3.0,1.0,VBN,advcl,4.0,4.0,4.0,4.0,-3.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,3,14,2.0,0,
7,equal,5.0,2.0,1.0,JJ,xcomp,3.0,3.0,3.0,3.0,-2.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,6,22,4.0,1,
8,",",,,,",",,,,,,,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,,,,,
9,then,3.0,1.0,1.0,RB,advmod,5.0,5.0,5.0,5.0,-4.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,1,26,0.0,0,
10,surely,5.0,2.0,1.0,RB,dep,4.0,4.0,4.0,4.0,-3.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,1,6,4.0,0,
11,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,104,2261,0.0,0,
12,love,3.0,1.0,1.0,NN,dep,3.0,3.0,3.0,3.0,-2.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,1,21,2.0,0,
13,we,2.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,69,1021,1.0,0,
14,commit,5.0,2.0,1.0,VBP,advcl,3.0,3.0,3.0,3.0,-2.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,1,1,2.0,0,
15,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,66,1169,0.0,0,
16,one,3.0,1.0,1.0,CD,nmod:to,2.0,2.0,2.0,2.0,-1.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,6,90,2.0,0,
17,another,5.0,3.0,1.0,DT,nsubj,4.0,4.0,4.0,4.0,-3.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,1,22,3.0,1,
18,must,4.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,17,162,2.0,0,
19,be,2.0,1.0,1.0,VB,cop,3.0,3.0,2.0,3.0,-1.75,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,10,280,1.0,0,
20,equal,5.0,2.0,1.0,JJ,root,2.0,2.0,2.0,2.0,-1.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,6,22,2.0,0,
21,as,2.0,1.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,12,240,0.0,0,
22,well,3.0,1.0,1.0,RB,mwe,1.0,1.0,1.0,1.0,0.0,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,4,30,3.0,0,
23,.,,,,.,,,,,,,97,"for if we are truly created equal , then surely the love we commit to one another must be equal as well .",7,7,,,,,
1,Our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,76,904,1.0,0,
2,journey,4.0,2.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,6,19,2.0,0,
3,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,25,500,0.0,0,
4,not,3.0,1.0,1.0,RB,neg,3.0,3.0,2.0,3.0,-1.75,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,29,339,2.0,0,
5,complete,7.0,2.0,1.0,JJ,root,2.0,2.0,2.0,2.0,-1.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,5,7,3.0,1,
6,until,5.0,2.0,1.0,IN,mark,3.0,3.0,3.0,3.0,-2.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,6,12,1.0,0,
7,no,2.0,1.0,1.0,DT,neg,4.0,4.0,4.0,4.0,-3.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,6,123,1.0,0,
8,citizen,7.0,3.0,1.0,NN,nsubjpass,2.0,2.0,2.0,2.0,-1.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,2,14,2.0,0,
9,is,2.0,1.0,1.0,VBZ,auxpass,3.0,3.0,2.0,3.0,-1.75,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,25,500,0.0,0,
10,forced,5.0,1.0,1.0,VBN,advcl,2.0,2.0,2.0,2.0,-1.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,1,3,2.0,0,
11,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,66,1169,0.0,0,
12,wait,3.0,1.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,1,3,2.0,0,
13,for,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,28,447,0.0,0,
14,hours,3.0,2.0,1.0,NNS,nmod:for,2.0,2.0,2.0,2.0,-1.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,1,4,3.0,0,
15,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,66,1169,0.0,0,
16,exercise,7.0,3.0,2.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,1,5,3.0,0,
17,the,2.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,104,2261,0.0,0,
18,right,3.0,1.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,1,29,3.0,0,
19,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,66,1169,0.0,0,
20,vote,3.0,1.0,1.0,VB,acl,1.0,1.0,1.0,1.0,0.0,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,1,1,4.0,0,
21,.,,,,.,,,,,,,98,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote .,5,4,,,,,
1,Our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,76,904,1.0,0,
2,journey,4.0,2.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,6,19,2.0,0,
3,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,25,500,0.0,0,
4,not,3.0,1.0,1.0,RB,neg,3.0,3.0,2.0,3.0,-1.75,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,29,339,2.0,0,
5,complete,7.0,2.0,1.0,JJ,root,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,5,7,3.0,1,
6,until,5.0,2.0,1.0,IN,mark,3.0,3.0,3.0,3.0,-2.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,6,12,1.0,0,
7,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,69,1021,2.0,0,
8,find,4.0,1.0,1.0,VBP,advcl,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,2,29,3.0,0,
9,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,37,789,0.0,0,
10,better,4.0,2.0,1.0,JJR,amod,3.0,3.0,3.0,3.0,-2.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,39,1.0,0,
11,way,2.0,1.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,2,42,2.0,0,
12,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,66,1169,0.0,0,
13,welcome,6.0,2.0,1.0,VB,advcl,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,9,2.0,0,
14,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,104,2261,0.0,0,
15,striving,7.0,2.0,1.0,NNP,amod,4.0,4.0,4.0,4.0,-3.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,3,4.0,0,
16,",",,,,",",,,,,,,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,,,,,
17,hopeful,6.0,2.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,4,5.0,0,
18,immigrants,9.0,3.0,1.0,NNS,dobj,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,2,6.0,1,
19,who,2.0,1.0,1.0,WP,ref,4.0,4.0,2.0,4.0,-2.5,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,8,154,0.0,0,
20,still,4.0,1.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,6,32,4.0,0,
21,see,2.0,1.0,1.0,VBP,acl:relcl,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,34,1.0,0,
22,America,7.0,4.0,1.0,NNP,dobj,3.0,3.0,3.0,3.0,-2.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,8,155,2.0,0,
23,as,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,12,240,1.0,0,
24,a,1.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,37,789,0.0,0,
25,land,4.0,1.0,1.0,NN,nmod:as,3.0,3.0,3.0,3.0,-2.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,39,2.0,0,
26,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,69,1691,0.0,0,
27,opportunity,9.0,5.0,2.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,2,24,3.0,1,
28,--,,,,:,,,,,,,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,,,,,
29,until,5.0,2.0,1.0,IN,mark,3.0,3.0,3.0,3.0,-2.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,6,12,1.0,0,
30,bright,4.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,5,2.0,0,
31,young,3.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,19,2.0,0,
32,students,8.0,2.0,1.0,NNS,nsubj,3.0,3.0,3.0,3.0,-2.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,1,3.0,0,
33,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,89,1549,0.0,0,
34,engineers,8.0,3.0,2.0,NNS,conj:and,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,1,4.0,1,
35,are,2.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,21,310,1.0,0,
36,enlisted,8.0,3.0,1.0,VBN,advcl,3.0,3.0,3.0,3.0,-2.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,2,2.0,0,
37,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,21,808,1.0,0,
38,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,76,904,1.0,0,
39,workforce,7.0,2.0,2.0,NN,nmod:in,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,1,3.0,0,
40,rather,4.0,2.0,1.0,RB,cc,4.0,4.0,4.0,4.0,-3.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,9,1.0,0,
41,than,3.0,1.0,1.0,IN,mwe,4.0,4.0,2.0,4.0,-2.5,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,6,64,0.0,0,
42,expelled,7.0,2.0,1.0,VBN,advcl,2.0,2.0,2.0,2.0,-1.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,1,1,2.0,0,
43,from,4.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,10,137,1.0,0,
44,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,76,904,1.0,0,
45,country,6.0,2.0,1.0,NN,nmod:from,1.0,1.0,1.0,1.0,0.0,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,7,60,4.0,0,
46,.,,,,.,,,,,,,99,"Our journey is not complete until we find a better way to welcome the striving , hopeful immigrants who still see America as a land of opportunity -- until bright young students and engineers are enlisted in our workforce rather than expelled from our country .",12,10,,,,,
1,Our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,76,904,1.0,0,
2,journey,4.0,2.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,6,19,2.0,0,
